name,count
"Medicenna Therapeutics, Inc.",2
"Medicine Meda Pharmaceutical Information Consultancy (Beijing) Co., Ltd.",1
Medicines Evaluation Unit Ltd,3
MediciNova,19
"Medicis Aesthetics, Inc.",1
Medicis Global Service Corporation,12
Medicis Pharmaceutical Corporation,10
Medicis Technologies Corporation,1
Mediclinic Middle East,3
Medic Mobile,3
"Medicon, Inc.",3
Medicontur Medical Engineering Ltd,3
MediCool Technologies,1
Medicortex Finland Oy,3
Medicpen AB,1
Medicrea International,8
"Medicrea, USA Corp.",3
Medicure,8
"MedicusTek, Inc",1
MedicusTek USA Corporation,1
Medic Vision Imaging Solutions Ltd,1
Medidata Solutions,20
Medifacts International Corporation,2
"Medifast, Inc.",11
"Medifocus, Inc.",2
Medigen Biotechnology Corporation,9
MediGene,12
Medigene AG,4
Medigen Vaccine Biologics Corp.,18
Medigreen Biotechnology Corp.,1
Medigus Ltd,1
"Medikine, Inc.",1
"Medimetriks Pharmaceuticals, Inc",1
"Medimix Specialty Pharmacy, LLC",4
MedImmune LLC,345
MedImmune Ltd,7
MedinCell S.A,2
Medingo Ltd,2
Medinice S.A.,1
MedInnovation GmbH,1
Medinol Ltd.,14
Medinova AG,6
"Medinox, Inc.",1
MED Institute Inc.,1
"MED Institute, Incorporated",8
Medios Technologies Pte. Ltd,1
Medipost America Inc.,1
Medipost Co Ltd.,23
"MediPrint Ophthalmics, Inc.",1
Med-IQ,1
MediQuest Therapeutics,11
"Medisafe, Inc.",1
"Mediscience Planning, Inc.",1
MediSieve Limited,1
Medisim Ltd,5
Medispec,14
"Medistat Ltd., Israel",2
Medistem Inc.,1
Medistim ASA,2
Medi-Tate Ltd.,7
Meditor Pharmaceuticals Ltd.,2
Meditor SAS,1
Meditrial Europe Ltd.,10
Meditrial SrL,4
Meditrina Pharmaceuticals,1
Meditrix Corp,1
"Medivance, Inc.",2
"Medivation, Inc.",75
"Medivation LLC, a wholly owned subsidiary of Pfizer Inc.",21
"MediVector, Inc.",2
Medivet Pty Ltd,1
Medivir,11
"Medi-Weightloss Franchising USA, LLC",1
MediWound Ltd,12
Medlab Clinical,1
MED-LIFE DISCOVERIES LP,1
Medline Industries,40
MedLogic Global Limited,1
Medlogics Device Corporation,1
Medlumics,1
MedMinder Systems Inc.,1
MedMira Laboratories Inc.,2
Medneon,1
Medolution Ltd.,2
Medos International SARL,2
Medosome Biotec LLC,2
Medotech A/S,3
Medovent GmbH,1
"Medpace, Inc.",87
"MedPacto, Inc.",9
MedPass International,18
"Med Pharma Co., Ltd.",1
"Medpharmgene, Inc.",2
"Medprin Regenerative Medical Technologies Co., Ltd.",2
MedQualis,2
"MEDRAD, Inc.",3
MedRegen LLC,1
MedReleaf,1
MedRelief,1
"MedRhythms, Inc.",3
"MEDRx USA, Inc.",5
Medsearch,1
Medsenic,1
"MedShape, Inc",8
MedSource Polska,2
Medstone International,1
Medtecx Co Ltd.,1
Medtentia International Ltd Oy,2
Medtep Inc.,2
Medtox,1
MedTrace Pharma A/S,1
Medtrade,1
Medtronic,563
Medtronic Atrial Fibrillation Solutions,2
Medtronic Bakken Research,1
Medtronic Bakken Research Center,96
Medtronic BRC,29
Medtronic Cardiac Rhythm and Heart Failure,193
Medtronic Cardiac Surgery,6
Medtronic Cardiovascular,67
Medtronic Cardiovascular Asia Pacific,1
Medtronic Comercial Ltda.,1
Medtronic Corporate Technologies and New Ventures,4
Medtronic Diabetes,66
Medtronic Diabetes R&D Denmark,3
Medtronic Endovascular,49
Medtronic France SAS,3
Medtronic Heart Valves,3
Medtronic Hellas Medical Devices ΑEE,2
Medtronic International Trading Sarl,4
Medtronic Italia,5
"Medtronic Japan Co., Ltd.",2
Medtronic Latin America,1
Medtronic - MITG,247
MedtronicNeuro,69
Medtronic Neuromodulation Europe,1
Medtronic Neurovascular Clinical Affairs,31
Medtronic Poland Spółka z ograniczoną odpowiedzialnością,3
Medtronic (Shanghai) Management Co. Ltd.,1
"Medtronics, Inc.",4
Medtronic Spinal and Biologics,55
Medtronic Spine LLC,12
Medtronic Surgical Technologies,14
Medtronic Vascular,66
"Medtronic Xomed, Inc.",4
Medtrum France,1
MedVadis Research Corporation,3
Medyria AG,1
Medy-Tox,47
Medytox Korea,2
Megadyne Medical Products Inc.,1
Megainpharm GmbH,1
Megalabs,3
MegaPro Biomedical Co. Ltd.,5
Mego Afek Ltd.,1
Mehul Desai,1
"Meiji Co., Ltd.",3
Meiji Pharma Spain S.A.,1
Meiji Pharma USA Inc.,1
"Meiji Seika Pharma Co., Ltd.",12
"MEI Pharma, Inc.",12
MeiraGTx UK II Ltd,15
"Meissa Vaccines, Inc.",5
Mekos Laboratories AS,3
"MELA Sciences, Inc.",5
Melcap Systems Ltd.,1
MelCure SA,1
"Melinta Therapeutics, Inc.",27
MELISA Institute Genomics & Proteomics Research SpA,1
Mellitor,1
"Mellitus, LLC",1
"MeLSyTech, LLC",3
Melt Pharmaceuticals,3
Meluha Life Sciences SDN BHD,1
Member Companies of the Opioid PMR Consortium,11
MeMed Diagnostics Ltd.,12
"Memgen, Inc.",1
"Memgen, LLC",7
Memic Innovative Surgery,1
Memory Pharmaceuticals,5
Memo Therapeutics AG,2
MemScreen,1
Menarini Group,39
Menarini International Operations Luxembourg SA,7
Menarini (Thailand) Limited,1
Mendel AI,1
"Menicon Co., Ltd.",18
"MenoGeniX, Inc.",1
Mensia Technologies SA,1
"Menssana Research, Inc.",6
Mentis Cura,5
"Mentor Worldwide, LLC",25
"Mentrik Biotech, LLC",1
Mepha Ltd.,4
Merakris Therapeutics,1
"Mercator MedSystems, Inc.",10
Mercia Pharma Inc.,1
"Merck A.B., Sweden",2
"Merck A.E., Greece",4
"Merck A/S, Denmark",1
"Merck B.V., Netherlands",3
Merck Canada Inc.,11
"Merck d.o.o., Serbia",1
Merck Frosst Canada Ltd.,30
"Merck Frosst-Schering Pharma, G.P.",1
"Merck Gesellschaft mbH, Austria",5
"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",38
"Merck Inc., Philippines",1
"Merck Kft., Hungary",2
"Merck KGaA, Darmstadt, Germany",421
Merckle GmbH,4
Merck Ltd.,8
"Merck Ltd., India",3
"Merck Ltd., Taiwan",2
"Merck Ltd., Thailand",1
Merck Medication Familiale,2
"Merck OY, Finland",2
"Merck Pharma, K.S., Slovakia",1
"Merck Pte. Ltd., Singapore",5
Merck Quimica Argentina S.A.I.C,3
"Merck S.A. de C.V., Mexico",3
"Merck, S.A., Portugal",1
Merck Serono Australia Pty Ltd,2
"Merck Serono Co., Ltd., China",10
"Merck Serono Co., Ltd., Japan",4
"Merck Serono GmbH, Germany",6
Merck Serono International SA,38
"Merck Serono Limited, UK",7
Merck Serono Middle East FZ LLC,3
Merck Serono Norway,3
"Merck Serono S.A., Geneva",10
"Merck Serono S.A.S, France",8
"Merck Serono S.P.A., Italy",7
"Merck Services U.K. Ltd, UK",1
Merck Sharp & Dohme LLC,3567
"Merck, S.L., Spain",10
"Merck spol.s.r.o., Czech Republic",2
"Merck spol. s r.o., Slovakia",2
"Merck SP. Z.O.O., Poland",1
Mereo BioPharma,18
"Meridian Bioscience, Inc.",8
"Meridigen Biotech Co., Ltd.",6
Merieux Institute,1
Meril Life Sciences Pvt. Ltd.,12
Merinal Laboratoires,1
"Meritage Pharma, Inc.",1
"Merit Medical Systems, Inc.",25
Meriyana Bio Inc.,1
Merlin MD Pte Ltd,1
MerLion Pharmaceuticals GmbH,8
Merrimack Pharmaceuticals,29
"Merrion Pharmaceuticals, LLC",3
Mersana Therapeutics,8
"Meru Health, Inc.",3
Merus N.V.,7
"Meryx, Inc.",2
Merz Aesthetics Inc.,4
"Merz North America, Inc.",57
Merz Pharmaceuticals,6
Merz Pharmaceuticals GmbH,70
Mesh Suture Inc.,1
"Mesoblast, Inc.",22
Mesoblast International Sàrl,5
"Mesoblast, Ltd.",13
Mesoestetic Pharma Group S.L.,5
"Meso Scale Diagnostics, LLC.",2
Mespere Lifesciences Inc.,11
Metabiomics Corp,4
MetaboGen AB,3
Metabolic Research Unit,1
Metabolic Solutions Development Company,4
Metabolic Solutions Inc.,4
Metabolic Technologies Inc.,20
Metabolife,1
"Metacrine, Inc.",2
MetaCure Limited,4
"MetaCure (USA), Inc.",4
METAFORA biosystems,1
Metagenics Europe,1
"Metagenics, Inc.",13
Metagone Biotech Inc.,2
Metamason,1
"MetaMedia Training International, Inc.",1
metaMe Health,1
Metanoic Health Ltd.,1
"MetaPharm, Inc.",1
MetaPhore Pharmaceuticals,2
MetaProteomics LLC,7
"MetaStar, Inc.",1
"Metastatix, Inc.",1
Metavention,4
metaX Institut fuer Diatetik GmbH,1
Method X Studios Ltd,1
MethylGene Inc.,3
MetiMedi Pharmaceuticals,1
"Metis Associates, Inc.",1
MetrioPharm AG,3
"MetriTrack, Inc.",1
"Metro International Biotech, LLC",2
Metronome Therapeutics,1
Metronom Health,2
"MetVital, Inc.",2
Meyer Pharmaceuticals,1
"MeYou Health, LLC",2
Mezzion Pharma Co. Ltd,4
MFB Fertility,3
MGB Biopharma Limited,2
MGC Pharmaceuticals d.o.o,4
"MGP Ingredients, Inc.",5
Miach Orthopaedics,4
Mibelle AG,5
MiCardia Corporation,1
"MiCareo Taiwan Co., Ltd.",4
Micelle BioPharma Inc,2
Micell Technologies,6
Michael Har-Noy,1
Michael Sofis,1
"Michael Wilson & Associates Health Care Consulting, LLC",1
Michele Sayag,1
Michelson Diagnostics Ltd.,2
"MiCo BioMed Co., Ltd.",1
"Micrima, Ltd.",5
Microbio Co Ltd,11
Microbiome Health Sciences,2
Microbion Corporation,3
"Microbiotix, Inc.",1
"MicroB-plex, Inc.",1
"MicroCube, LLC",1
Microdermics Inc.,1
Microdermis Corporation,3
MicroDose Defense Products L.L.C.,1
"MicroDose Therapeutx, Inc",3
Microelastic Ultrasound Systems Inc,1
MicroGenDX,2
Microgen LLC,1
Micro Interventional Devices,1
Microlife,6
"Microlife Medical Home Solutions, Inc.",1
"Microline Surgical, Inc.",1
"Micro Medical Solution, Inc.",2
Micromedic Technologies Ltd,1
"Micron Biomedical, Inc",2
"Micronics, Inc.",1
Micron Medical Corporation,5
MicroOptx,3
"MicroPhage, Inc.",3
Micropharma Limited,5
Microphyt,3
MicroPort CRM,23
"MicroPort NeuroTech Co., Ltd.",2
MicroPort Orthopedics Inc.,31
Microsensor Labs LLC,1
Microsoft Corporation,4
Microsoft Research,5
"Micro-Tech (Nanjing) Co., Ltd.",5
Micro Therapeutics Inc.,1
MicroTransponder Inc.,6
"Microvascular Therapeutics, LLC",2
"MicroVention, Inc.",1
"Microvention-Terumo, Inc.",22
Microvisk Technologies Ltd,2
MicuRx,6
Midas Pharma GmbH,2
Midatech Ltd,1
Midatech Pharma US Inc.,3
"Midnight Pharma, LLC",4
Midwest Fertility Specialists,1
Mika Pharma GmbH,2
Mikrobiomik Healthcare Company S.L.,2
Mila (bMotion Technologies),1
Miles,1
MileStone Research Organization,2
"Milestone Scientific, Inc",1
Milkhaus Laboratory,1
"Millendo Therapeutics, Inc.",2
Millendo Therapeutics SAS,1
"Millendo Therapeutics US, Inc.",3
"Millennium Magnetic Technologies, LLC",1
"Millennium Pharmaceuticals, Inc.",388
Millennium: The Takeda Oncology Company,8
Millennix,1
Millet Roux,1
"Milliken Healthcare Products, LLC",1
Mills Clinical Research,2
Mills DA,6
Miltenyi Biomedicine GmbH,31
Miltenyi Biotec B.V. & Co. KG,6
"Miltenyi Biotec, Inc.",8
Milupa GmbH,1
"MiMedx Group, Inc.",33
Mimetica Pty Limited,3
Mimetis Biomaterials S.L.,2
"Mimetogen Pharmaceuticals USA, Inc.",5
"MimiVax, LLC",1
Mimosa Acoustics,1
Mina Alpha Limited,3
MinaPharm Pharmaceuticals,5
MindApps,1
Mindchild Medical Inc.,2
Mindera Health,2
"MindFrame, Inc.",2
"Mindful Diagnostics and Therapeutics, LLC",2
"MindLight, LLC",2
Mindmaze SA,6
"Mind Medicine, Inc.",2
MindMics Inc,2
"MindRhythm, Inc.",2
"MindSciences, Inc.",1
Mindstrong,1
Mineralys Therapeutics Inc.,1
Minerva Biotechnologies Corporation,1
Minerva Neurosciences,5
Minerva SA,1
"Minerva Surgical, Inc.",6
Minghui Pharmaceutical Pty Ltd,1
Minghui Pharmaceutical (Shanghai) LTD,1
"MingSight Pharmaceuticals, Inc",1
MingSight Pharmaceuticals Pty Limited,1
"Minimally Invasive Devices, Inc.",2
Minimed Pharmaceuticals,1
MiNK Therapeutics,3
"Minna Levine, PhD",1
Minneamrita Therapeutics LLC,5
"Minnesota Eye Consultants, P.A.",2
Minnesota HealthSolutions,8
"Minnesota Medical Development, Inc.",1
Minnetronix,2
"MINO Labs, LLC",1
"Minoryx Therapeutics, S.L.",3
Minovia Therapeutics Ltd.,3
Minster Research Ltd,3
MINVASYS,4
MIP Brasil Indústria e Comércio de Produtos Farmacêuticos LTDA,1
"Mirabilis Medica, Inc.",2
Miracor Medical SA,8
"miRagen Therapeutics, Inc.",6
Mirai Medical,2
Miramar Labs,3
Mir Arif Hussain,2
Mirati Therapeutics Inc.,53
Miravant Pharmaceuticals,1
Mirka Ltd,1
"Mirna Therapeutics, Inc.",2
Miromatrix Medical Inc.,5
miR Scientific LLC,3
"Mirum Pharmaceuticals, Inc.",24
"MIS Implant Technologies, Ltd",4
Mission Pharmacal,4
Mitacs,28
"Mitaka USA, Inc.",1
Mithra Pharmaceuticals,2
MitoImmune Therapeutics,1
Mitos Pharmaceuticals,2
Mitosynergy LLC,1
"Mitotech, SA",3
Mitovie Pharma Ltd,1
"Mitralign, Inc.",4
Mitralix,3
"Mitra RxDx, Inc.",1
Mitre Medical Corp.,3
"Mitsubishi Kagaku Bio-Clinical Laboratories, inc",1
Mitsubishi Tanabe Pharma America Inc.,3
Mitsubishi Tanabe Pharma Corporation,161
"Mitsubishi Tanabe Pharma Development America, Inc.",22
"Mitsui Chemicals, Inc.",1
Mitsukoshi Health and Welfare Foundation,2
"MIVI Neuroscience, Inc.",5
MIV Therapeutics Inc.,1
"Mizkan Holdings Co., Ltd.",2
"ML Bio Solutions, Inc.",2
Mlinotest Zivilska Industrija d.d.,1
"MLM Biologics Inc.,",1
MLM Medical Labs GmbH,5
M.M.A Tech Ltd.,1
MMI Spa,1
MMJ Labs LLC,4
Moberg Pharma AB,12
Mobio Interactive PTE LTD,1
Mobius Medical Pty Ltd.,3
"Mochida Pharmaceutical Company, Ltd.",18
MODAG GmbH,2
"ModernaTX, Inc.",54
Modern Biosciences Ltd,2
Mode Sensors AS,5
"Modis Therapeutics, Inc.",4
Modra Pharmaceuticals,7
Modulated Imaging Inc.,3
"Modus Biological Membranes, Ltd.",1
Modus Therapeutics AB,3
Moebius Medical Ltd.,2
Moe Medical Devices,3
Moenie van der Kleyn,1
"Moerae Matrix, Inc.",1
mohamed bouchoucha,1
Moleac Pte Ltd.,7
"Molecular Biometrics, Inc.",1
Molecular Health GmbH,1
"Molecular Insight Pharmaceuticals, Inc.",21
Molecular Partners AG,12
"Molecular Research Center, Inc.",1
"Molecular Targeting Technologies, Inc.",2
"Molecular Templates, Inc.",9
MolecuLight Inc.,10
"Moleculin Biotech, Inc.",6
"Moleculin, LLC",1
Molekule,2
Moletest Scotland Ltd,1
Molex Ventures LLC,1
Molnlycke Health Care AB,51
Mologen AG,7
Mologic Ltd,5
Momelan Technologies,4
"Momenta Pharmaceuticals, Inc.",16
Momentum Data,9
Momentum Pharma,1
"Momentum Research, Inc.",5
Momotaro-Gene Inc.,3
Momtech Inc.,1
"Mondelēz International, Inc.",30
Monica Healthcare Ltd,3
Mónica Olivares Martín; PhD,1
MonitorCRO,8
Monitor CRO,5
Mononuclear Therapeutics Ltd.,1
Monopar Therapeutics,2
Monopteros Therapeutics Inc.,1
MonoSol Rx,2
"Monsanto Company, LLC",3
Monsea Ltd.,1
Monsoon Design Studio LLC,1
MonTa Biosciences ApS,1
Montavit Ges.m.b.H.,1
Montefarmaco OTC SpA,2
Monteris Medical,10
Monte Verde SA,1
Montreal EpiTerapia Inc.,1
"Moon (Guangzhou) Biotechnology Co., Ltd.",1
MoonLake Immunotherapeutics AG,1
Moon Surgical,1
MorePharma Corporation,1
"Morinaga Milk Industry Co., LTD",4
Morley Medical,1
"Morphic Therapeutic, Inc",2
"Morphogenesis, Inc.",4
MorphoSys AG,23
Morphotek,21
Morria Biopharmaceuticals PLC,1
Morris Innovative Incorporated,1
Mortara Instrument,2
Mosie Baby,1
"Moterum Technologies, Inc.",3
Mother's Choice Ltd,2
Motif Bio,2
Motiva USA LLC,1
Motorola Canada Limited,1
Motus GI Medical Technologies Ltd,12
"Motus Therapeutics, Inc.",7
Movetis,24
moveUP bv,1
Moximed,6
"MP Biomedicals, LLC",3
MPM Medical,1
mProbe Inc.,5
MRI Global,3
"MRI Interventions, Inc.",1
MSD Belgium BVBA,3
MSD France,7
MSD Korea Ltd.,4
MSD Pharmaceuticals LLC,3
MSD Wellcome Trust Hilleman Laboratories Pvt. Ltd.,2
"MSDx, Inc.",2
"MSI Methylation Sciences, Inc.",2
M's Science Corporation,2
M.S.T. Medical Surgery Technology LTD.,4
"MTrap, Inc.",1
Mucosal Therapeutics,1
Mucosis BV,1
Mucos Pharma GmbH and Co,1
Mucos Pharma GmbH & Co. KG,3
Mucpharm Pty Ltd,3
Multi-Apex Pharma,2
MultiGene Vascular Systems Ltd.,2
Multimed,1
Multi Radiance Medical,5
"MultiVir, Inc.",3
Mundipharma AB,5
Mundipharma (China) Pharmaceutical Co. Ltd,18
Mundipharma-EDO GmbH,4
Mundipharma K.K.,7
Mundipharma Korea Ltd,17
Mundipharma Manufacturing Pte Ltd.,2
Mundipharma Medical Company,4
Mundipharma Oy,1
Mundipharma Pharmaceuticals B.V.,4
Mundipharma Pharmaceuticals Sdn. Bhd.,1
Mundipharma Pharmaceuticals S.L.,2
Mundipharma Pharmaceuticals srl,1
Mundipharma Pte Ltd.,17
Mundipharma Research GmbH & Co KG,25
Mundipharma Research Limited,34
Mundipharma SAS,2
Munich Leukemia Laboratory,2
MuReva Phototherapy Inc.,1
MusclePharm Sports Science Institute,2
Musli Thyropeutics Ltd.,1
Mustang Bio,3
"Mustang Bio, Inc.",1
MuteButton,1
"Mutual Pharmaceutical Company, Inc.",44
MValve Technologies Ltd,1
MVG Industries SAS,1
"Mvrx, Inc.",2
Mxm-Obelia,6
MY01 Inc.,2
Mycenax Biotech Inc.,4
Mycovia Pharmaceuticals Inc.,3
My Digital Study,1
Myeloid Therapeutics,1
Myelo Therapeutics GmbH,1
"MyGenostics Inc., Beijing",1
My Goodlife SAS,3
MyHomeDoc Ltd.,1
Mylan Bertek Pharmaceuticals,14
Mylan GmbH,12
Mylan Inc.,50
Mylan Laboratories,7
Mylan Pharmaceuticals Inc,4
Mylan Pharmaceuticals Private Limited,1
Mylan Pharma UK Ltd.,5
"Mylan Specialty, LP",2
Mylan (Taiwan) Ltd,1
Mylan Technologies Inc.,1
"MyMD Pharmaceuticals, Inc.",3
Mymee Inc.,1
Mymetics Corporation,2
my mhealth Ltd,5
My Music Machines Inc.,4
MYnd Analytics,5
MyndTec Inc.,4
"Mynosys Cellular Devices, Inc.",1
Myocardial Solutions,3
Myocor,2
"Myogem Health Company, S.L.",1
"MyoKardia, Inc.",13
Myomo,4
Myopowers Medical Technologies France SAS,2
MYOR Ltd.,3
Myovant Sciences GmbH,14
Myrexis Inc.,16
"Myriad Genetic Laboratories, Inc.",30
"Myriad Genetics, Inc.",14
"Myriad Therapeutics, Inc.",1
Myrtelle Inc.,1
"Mytogen, Inc.",1
Myungmoon Pharma. Co. Ltd.,1
Myway Gentics Srl,1
N4 Pharma UK Ltd.,1
"N8 Medical, LLC",1
Nabi Biopharmaceuticals,22
Nabiqasim Industries (Pvt) Ltd,1
Nabriva Therapeutics AG,10
"Nacuity Pharmaceuticals, Inc.",2
"Najit Technologies, Inc.",1
"Naked Biome, Inc.",2
Nalagenetics Pte Ltd,1
"Nalu Medical, Inc.",2
Namida Lab,5
Nanexa AB,1
"Nang Kuang Pharmaceutical Co., Ltd.",6
"Nanjing Bioheng Biotech Co., Ltd.",8
Nanjing Chia-tai Tianqing Pharmaceutical,3
"Nanjing IASO Biotherapeutics Co.,Ltd",5
"Nanjing Immunophage Biotech Co., Ltd",3
"Nanjing Leads Biolabs Co.,Ltd",6
Nanjing Legend Biotech Co.,17
"Nanjing Luye Sike Pharmaceutical Co., Ltd.",5
"Nanjing NingQi Medicine Science and Technology Co., Ltd.",5
"Nanjing Sanhome Pharmaceutical, Co., Ltd.",18
"Nanjing Sike Pharmaceutical Co., Ltd.",4
"Nanjing Yoko Biomedical Co., Ltd.",8
Nanjing Zenshine Pharmaceuticals,4
Nano4Imaging GmbH,1
NanoAlvand,1
NanoBio Corporation,7
Nanobiotix,7
"NanoCarrier Co., Ltd.",8
"Nanodropper, Inc.",3
Nanoform Finland Plc,1
"NanoFUSE Biologics, LLC",2
"Nanogen, Inc.",3
Nanogen Pharmaceutical Biotechnology Joint Stock Company,7
"Nanohealth, Inc.",2
Nanoker Research S.L.,1
"NanOlogy, LLC",11
NanoMab Technology (UK) Limited,6
NanoMed Pharmaceuticals,1
Nanometics (d.b.a. PHD Biosciences),1
Nanomix,3
Nanonc Inc.,1
NanoPass Technologies Ltd,7
NanoPharmaceuticals LLC,1
Nano Retina,1
Nanoscope Therapeutics Inc.,2
Nanose Medical Ltd.,1
NanoSHIFT LLC,6
"Nanospectra Biosciences, Inc.",4
"Nanosphere, Inc.",2
Nanostics,1
"Nanostim, Inc.",1
"NanoString Technologies, Inc.",11
"Nanova, Inc",1
NanoVation,4
Nanovibronix,6
Nanowear Inc.,3
"NantBioScience, Inc.",3
"NantCell, Inc.",15
"NantPharma, LLC",3
NAOS Institute of Life Science,3
"Napo Pharmaceuticals, Inc.",4
Napp Pharmaceuticals Limited,6
Nara Organics,1
Naryx Pharma,1
Nasaleze,2
Nasaleze International Ltd,1
Nascent Biotech,1
"Nasoform, LLC",1
"Nastech Pharmaceutical Company, Inc.",3
Nasus Pharma,3
NasVax Ltd,4
NATCO Pharma Ltd.,1
"Natera, Inc.",39
Nathura S.p.A,2
NatImmune A/S,1
National Association of Chain Drug Stores,1
National Enzyme Company,1
National Healing Corporation,1
"National Health Promotion Associates, Inc.",6
National Services for Health Improvement Ltd,2
"National Vaccine and Serum Institute, China",9
"Nativis, Inc.",3
"Natreon, Inc.",5
"Natrogen Therapeutics International, Inc",1
Nattopharma ASA,3
Natumin Pharma AB,1
Natural Calm Canada,1
Natural Immunogenics Corp.,1
Natural Origins,2
Naturalpha,6
Natural Wellness Egypt,3
NATURAmedicatrix Sàrl,1
Nature Cell Co. Ltd.,5
Natureceuticals Sdn Bhd,3
NatureGen,1
Nature Science Sp. z o.o.,1
Nature's One,1
"Nature's Sunshine Products, Inc.",3
Nature's Way Canada,1
NatureWise Biotech & Medicals Corporation,2
Naturex-Dbs,6
Naturex SA,12
"Naturex, Spain",2
"Naurex, Inc, an affiliate of Allergan plc",22
Naveh Pharma LTD,1
Navidea Biopharmaceuticals,21
NaviFUS Corporation,5
Navigate Surgical Technologies Inc.,1
"Navigation Sciences, Inc.",1
"Navigenics, Inc.",1
"Navigen, Inc.",1
"Navire Pharma Inc., a BridgeBio company",2
Naviscan PET Systems,2
Navitas Life Sciences GmbH,4
Navitas Pharma,1
"Navitor Pharmaceuticals, Inc.",3
"Navotek Medical, Ltd.",1
NBCD A/S,5
NBE-Therapeutics AG,1
"NBTY, Inc.",3
nCap Medical,2
"NCGS, Inc.",3
NC Medial Research Inc,1
nContact Surgical Inc.,3
ndd Medizintechnik AG,1
"NDI Medical, LLC",2
"NDO Surgical, Inc.",5
NDR Medical Technology Pte Ltd,2
"ND Sciences, LLC",1
Nearmedic Plus LLC,9
NEC OncoImmunity AS,1
"Nectero Medical, Inc.",1
Nectin Therapeutics Ltd,1
NeilMed Pharmaceuticals,6
Nekkar Lab Srl,1
Nektar Therapeutics,52
Nektium Pharma SL,2
"Nellie Medical, LLC",2
Nelum Corp,1
"NEMA Research, Inc.",16
Nemechek Technologies,1
Nemera La Verpilliere,1
NeMoDevices AG,2
NeoChord,4
NeoCura,3
Neodent,6
NeoDynamics AB,2
"Neodyne Biosciences, Inc.",3
"Neogenix, LLC dba Ogenix",5
"Neograft Technologies, Incorporated",2
NeoImmuneTech,9
Neolac Inc dba Medolac Laboratories,3
"Neoleukin Therapeutics, Inc.",1
Neo Medical SA,1
NeoMedLight,2
"Neonc Technologies, Inc.",2
Neonutra,1
"Neopenda, PBC",2
"Neopharma Japan Co., Ltd.",1
NeoPredix AG,1
Neosense Technologies,1
"Neosil, Inc.",2
NEOS Surgery,3
"Neos Therapeutics, Inc",1
"NeoStrata Company, Inc.",5
NeoSurgical Limited,1
NeoTherapeutics,1
